"","Ensemble","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbols"
"156","ENSMUSG00000086782",25.45771870539,-1.72926851070648,0.70235283015274,0.000482454142654225,0.0124510403076483,"E130102H24Rik"
"157","ENSMUSG00000006362",46.1814521874718,-2.57236055424129,1.16326617358457,0.000480263570131478,0.0124510403076483,"Cbfa2t3"
"158","ENSMUSG00000038893",145.393199649192,-1.88621153795674,0.800617342071533,0.000503856472312217,0.0128725087690562,"Fam117a"
"159","ENSMUSG00000061859",21.6157573035177,-2.71315552757859,1.24252834734087,0.000516615005073028,0.0131131744098666,"Patj"
"160","ENSMUSG00000037649",1052.50399421531,-1.99191155601308,0.868181808648165,0.000520319098142246,0.0131179036747461,"H2-DMa"
"161","ENSMUSG00000029718",85.3083311704019,-2.09397745696855,0.92523937342772,0.000559598876762191,0.0137903247868661,"Pcolce"
"162","ENSMUSG00000028859",2208.28012641368,-1.63868810708537,0.693652739905319,0.000576656959598339,0.0139821514648289,"Csf3r"
"163","ENSMUSG00000050022",809.960909064462,-1.94731098645102,0.876852881362842,0.00062921512740329,0.0149288204280336,"Amz1"
"164","ENSMUSG00000000318",666.61589801286,-2.66306134762181,1.33352598966824,0.000629952134915115,0.0149288204280336,"Clec10a"
"165","ENSMUSG00000031431",1326.92616496964,-1.5989226403848,0.694533295192266,0.000669600770519917,0.0156792359260938,"Tsc22d3"
"166","ENSMUSG00000048058",568.282091846215,-1.65544898002517,0.727423961829772,0.000686434035400497,0.0159711071885103,"Ldlrad3"
"167","ENSMUSG00000053040",1419.49560283861,-1.9776018708799,0.915878175631327,0.000687147941664519,0.0159711071885103,"Aph1c"
"168","ENSMUSG00000033082",7.72120657135918,-3.16439771386649,1.29974859031822,0.000699043389181024,0.0161145493840404,"Clec1a"
"169","ENSMUSG00000085614",17.8867839476217,-1.64295375439941,0.700727750190148,0.000708148669167561,0.0162667132894163,NA
"170","ENSMUSG00000085448",14.4528060456667,-1.54822907574656,0.669809087883227,0.000765581549489049,0.0172332626154326,NA
"171","ENSMUSG00000038886",2173.22324668624,-1.57322024924064,0.700740711146405,0.000772294607262852,0.017309975562502,"Man2a2"
"172","ENSMUSG00000057103",22.4185873147287,-1.62992472583732,0.72125873887633,0.000812015359244016,0.018045806682379,"Nat8f1"
"173","ENSMUSG00000028943",21.9541079681058,-1.8457326728699,0.8361813183655,0.000838256883638271,0.0184433523996635,"Espn"
"174","ENSMUSG00000055407",155.171883148495,-1.81864790507722,0.862706901764137,0.000856069194819957,0.0186700004204008,"Map6"
"175","ENSMUSG00000032528",123.003937853825,-2.07001861674364,1.02298906122607,0.000858637964976284,0.0186854843569354,"Vipr1"
"176","ENSMUSG00000040624",475.223978135893,-1.88570314300883,0.903620600336625,0.000862760517163397,0.0187492299386878,"Plekhg1"
"177","ENSMUSG00000090894",23.5491546266543,-1.65956329860098,0.757029721213255,0.000867652461003444,0.0188149459177935,"Or5v1"
"178","ENSMUSG00000113427",4.38129640534639,-3.53377912332214,1.40486653046588,0.000887449123545494,0.0190440387189925,NA
"179","ENSMUSG00000033863",306.386051507416,-1.78204132417449,0.856460437792307,0.000900858490966348,0.0192575355238956,"Klf9"
"180","ENSMUSG00000071324",72.1356804767045,-2.07946805686663,1.05564278990556,0.000925997907390832,0.0196877931270971,"Armc2"
"181","ENSMUSG00000106933",4.24155171355151,-2.73719302824967,1.22620363399856,0.00101312181684258,0.0209051968081129,NA
"182","ENSMUSG00000029869",60.8340224921991,-1.95801299933725,0.994641474770272,0.00102279345734432,0.020972709897407,"Ephb6"
"183","ENSMUSG00000041762",410.284191085242,-1.65629133902037,0.804280651301226,0.00104003463428147,0.0211945838830486,"Gpr155"
"184","ENSMUSG00000034903",33.7995910411326,-1.8176488825745,0.893403431020616,0.00106134745041284,0.0214895504392867,"Cobll1"
"185","ENSMUSG00000104156",12.4057083747628,-1.53575986429688,0.706687645467119,0.0011966023735651,0.0234426639569262,NA
"186","ENSMUSG00000042035",46.5236969419342,-2.31976933530469,1.33171582234112,0.00120176966547044,0.0235145765677105,"Igsf3"
"187","ENSMUSG00000048458",146.419434761373,-1.57236133280291,0.776085723677478,0.0012171874724371,0.0236980776747203,"Inka2"
"188","ENSMUSG00000108624",7.05633489660517,-2.75723754356838,1.37043461715861,0.00123755943183342,0.0238876336522933,NA
"189","ENSMUSG00000026649",29.4737920472297,-1.85969891304185,0.938094994971059,0.00125885663989066,0.024209492687836,"Cfap126"
"190","ENSMUSG00000087305",13.4548914275706,-1.70966169730822,0.841252373859851,0.00125746424511871,0.024209492687836,"A430035B10Rik"
"191","ENSMUSG00000034353",192.573740943362,-2.35007252964782,1.47175410178378,0.00135848821943662,0.025668653049396,"Ramp1"
"192","ENSMUSG00000026069",66.1182080804728,-2.08677705049048,1.22847068886285,0.00138725735747718,0.0260724732065568,"Il1rl1"
"193","ENSMUSG00000030577",279.414923479716,-1.5328866873215,0.781014413268495,0.00145275491888851,0.0267189555951164,"Cd22"
"194","ENSMUSG00000034930",18.0338404805316,-1.7016494870414,0.876674237999647,0.00148074474391753,0.0269002448148735,"Rtkn"
"195","ENSMUSG00000020593",668.021488775786,-1.63172722209898,0.875027522584281,0.00150148028108801,0.0271281451086018,"Lpin1"
"196","ENSMUSG00000027068",919.265357592091,-1.6767235345916,0.91976015148818,0.001505939438721,0.0271656951333919,"Dhrs9"
"197","ENSMUSG00000014846",63.2485448819079,-2.00221081060115,1.19716540868337,0.0015520223600032,0.0276165065915858,"Tppp3"
"198","ENSMUSG00000023911",21.4800058694723,-2.17692004511132,1.30633350365391,0.00156067765568659,0.0277391033101219,"Flywch2"
"199","ENSMUSG00000071537",10.1771212334959,-1.78080652578129,0.856888196340544,0.0015793099760545,0.0278995106856314,"Klrg2"
"200","ENSMUSG00000000440",695.906340359274,-1.97908210908137,1.21392617329739,0.00160369079804052,0.0281218636370678,"Pparg"
"201","ENSMUSG00000021908",10.9386862069465,-1.55513107677998,0.767892072605929,0.00165434888095112,0.0288172168708471,NA
"202","ENSMUSG00000064299",10.2849327296662,-1.96200671656268,1.06127050597284,0.00173108240538534,0.0295603181486818,"4921528I07Rik"
"203","ENSMUSG00000034220",1134.54416043167,-1.57569389866873,0.884184250350404,0.0017852849290792,0.0301617169953681,"Gpc1"
"204","ENSMUSG00000044674",277.826817050354,-1.55373975334706,0.861672815021275,0.00185146460312861,0.0308485809590209,"Fzd1"
"205","ENSMUSG00000028756",1756.58428177135,-1.50570589222343,0.855445626434463,0.0019001598938652,0.0313651809925423,"Pink1"
"206","ENSMUSG00000039953",306.061781985626,-1.55178485904734,0.885851399891162,0.00192279453381204,0.0316014097439903,"Clstn1"
"207","ENSMUSG00000049985",56.777478605659,-1.8703142637528,1.18843844595801,0.00192681787421295,0.0316344435105893,"Ankrd55"
